pageNumber,productName,productPrice,productSummaryDesc,productDetailedDesc,stock,sku,categories,tags,productURL
9,Vaporeon,£147.00,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,226 in stock,5437,"Bubble Jet, Pokemon","Bubble Jet, vaporeon, Water Absorb",https://scrapeme.live/shop/Vaporeon/
9,Jolteon,£158.00,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.","Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",37 in stock,4119,"Lightning, Pokemon","jolteon, Lightning, Volt Absorb",https://scrapeme.live/shop/Jolteon/
9,Flareon,£34.00,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.","Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",142 in stock,8149,"Flame, Pokemon","Flame, flareon, Flash Fire",https://scrapeme.live/shop/Flareon/
9,Porygon,£178.00,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,156 in stock,7940,"Pokemon, Virtual","porygon, Trace, Virtual",https://scrapeme.live/shop/Porygon/
9,Omanyte,£162.00,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.","Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",13 in stock,4569,"Pokemon, Spiral","omanyte, Shell Armor, Spiral",https://scrapeme.live/shop/Omanyte/
9,Omastar,£61.00,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",249 in stock,3283,"Pokemon, Spiral","omastar, Shell Armor, Spiral",https://scrapeme.live/shop/Omastar/
9,Kabuto,£79.00,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.","Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",187 in stock,9584,"Pokemon, Shellfish","kabuto, Shellfish, Swift Swim",https://scrapeme.live/shop/Kabuto/
9,Kabutops,£57.00,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,228 in stock,4736,"Pokemon, Shellfish","kabutops, Shellfish, Swift Swim",https://scrapeme.live/shop/Kabutops/
9,Aerodactyl,£56.00,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,257 in stock,1801,"Fossil, Pokemon","aerodactyl, Fossil, Rock Head",https://scrapeme.live/shop/Aerodactyl/
9,Snorlax,£134.00,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,260 in stock,9883,"Pokemon, Sleeping","Sleeping, snorlax, Thick Fat",https://scrapeme.live/shop/Snorlax/
9,Articuno,£77.00,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.","Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",101 in stock,6040,"Freeze, Pokemon","articuno, Freeze, Pressure",https://scrapeme.live/shop/Articuno/
9,Zapdos,£133.00,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,265 in stock,7213,"Electric, Pokemon","Electric, Pressure, zapdos",https://scrapeme.live/shop/Zapdos/
9,Moltres,£178.00,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.","Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",208 in stock,2571,"Flame, Pokemon","Flame, moltres, Pressure",https://scrapeme.live/shop/Moltres/
10,Dratini,£94.00,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,275 in stock,2799,"Dragon, Pokemon","Dragon, dratini, Shed Skin",https://scrapeme.live/shop/Dratini/
10,Dragonair,£57.00,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,119 in stock,5641,"Dragon, Pokemon","Dragon, dragonair, Shed Skin",https://scrapeme.live/shop/Dragonair/
10,Dragonite,£69.00,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,127 in stock,9175,"Dragon, Pokemon","Dragon, dragonite, Inner Focus",https://scrapeme.live/shop/Dragonite/
10,Mewtwo,£43.00,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.","Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",78 in stock,4630,"Genetic, Pokemon","Genetic, mewtwo, Pressure",https://scrapeme.live/shop/Mewtwo/
10,Mew,£136.00,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.","Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",152 in stock,4382,"New Species, Pokemon","mew, New Species, Synchronize",https://scrapeme.live/shop/Mew/
10,Chikorita,£127.00,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.","In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",98 in stock,2657,"Leaf, Pokemon","chikorita, Leaf, Overgrow",https://scrapeme.live/shop/Chikorita/
10,Bayleef,£44.00,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,299 in stock,1272,"Leaf, Pokemon","bayleef, Leaf, Overgrow",https://scrapeme.live/shop/Bayleef/
10,Meganium,£163.00,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.","The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",71 in stock,5778,"Herb, Pokemon","Herb, meganium, Overgrow",https://scrapeme.live/shop/Meganium/
10,Cyndaquil,£154.00,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.","Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",184 in stock,3987,"Fire Mouse, Pokemon","Blaze, cyndaquil, Fire Mouse",https://scrapeme.live/shop/Cyndaquil/
10,Quilava,£85.00,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,263 in stock,6999,"Pokemon, Volcano","Blaze, quilava, Volcano",https://scrapeme.live/shop/Quilava/
10,Typhlosion,£191.00,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,118 in stock,5228,"Pokemon, Volcano","Blaze, typhlosion, Volcano",https://scrapeme.live/shop/Typhlosion/
10,Totodile,£190.00,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.","Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",285 in stock,4342,"Big Jaw, Pokemon","Big Jaw, Torrent, totodile",https://scrapeme.live/shop/Totodile/
10,Croconaw,£175.00,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.","Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",255 in stock,9299,"Big Jaw, Pokemon","Big Jaw, croconaw, Torrent",https://scrapeme.live/shop/Croconaw/
10,Feraligatr,£183.00,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.","Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",175 in stock,9344,"Big Jaw, Pokemon","Big Jaw, feraligatr, Torrent",https://scrapeme.live/shop/Feraligatr/
10,Sentret,£48.00,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.","When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",83 in stock,2687,"Pokemon, Scout","Keen Eye, Scout, sentret",https://scrapeme.live/shop/Sentret/
10,Furret,£154.00,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.","Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",85 in stock,4876,"Long Body, Pokemon","furret, Keen Eye, Long Body",https://scrapeme.live/shop/Furret/
11,Hoothoot,£48.00,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.","Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",204 in stock,4691,"Owl, Pokemon","hoothoot, Keen Eye, Owl",https://scrapeme.live/shop/Hoothoot/
11,Noctowl,£170.00,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.","Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",10 in stock,9939,"Owl, Pokemon","Keen Eye, noctowl, Owl",https://scrapeme.live/shop/Noctowl/
11,Ledyba,£98.00,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,83 in stock,3874,"Five Star, Pokemon","Five Star, ledyba, Swarm",https://scrapeme.live/shop/Ledyba/
11,Ledian,£136.00,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.","It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",65 in stock,1806,"Five Star, Pokemon","Five Star, ledian, Swarm",https://scrapeme.live/shop/Ledian/
11,Spinarak,£199.00,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,136 in stock,4388,"Pokemon, String Spit","spinarak, String Spit, Swarm",https://scrapeme.live/shop/Spinarak/
11,Ariados,£85.00,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,50 in stock,9759,"Long Leg, Pokemon","ariados, Long Leg, Swarm",https://scrapeme.live/shop/Ariados/
11,Crobat,£195.00,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,245 in stock,6120,"Bat, Pokemon","Bat, crobat, Inner Focus",https://scrapeme.live/shop/Crobat/
11,Chinchou,£59.00,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.","Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",130 in stock,2651,"Angler, Pokemon","Angler, chinchou, Illuminate",https://scrapeme.live/shop/Chinchou/
11,Lanturn,£131.00,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.","Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",218 in stock,7579,"Light, Pokemon","Illuminate, lanturn, Light",https://scrapeme.live/shop/Lanturn/
11,Pichu,£193.00,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.","When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",64 in stock,4987,"Pokemon, Tiny Mouse","pichu, Static, Tiny Mouse",https://scrapeme.live/shop/Pichu/
11,Cleffa,£107.00,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.","On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",187 in stock,2794,"Pokemon, Star Shape","cleffa, Cute Charm, Star Shape",https://scrapeme.live/shop/Cleffa/
11,Igglybuff,£189.00,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,170 in stock,2662,"Balloon, Pokemon","Balloon, Cute Charm, igglybuff",https://scrapeme.live/shop/Igglybuff/
11,Togepi,£47.00,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.","As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.",264 in stock,1684,"Pokemon, Spike Ball","Serene Grace, Spike Ball, togepi",https://scrapeme.live/shop/Togepi/
11,Togetic,£69.00,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.","Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.",293 in stock,9410,"Happiness, Pokemon","Happiness, Serene Grace, togetic",https://scrapeme.live/shop/Togetic/
11,Natu,£99.00,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,Natu has a highly developed jumping ability. The Pokémon flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.,36 in stock,2942,"Pokemon, Tiny Bird","natu, Synchronize, Tiny Bird",https://scrapeme.live/shop/Natu/
11,Xatu,£123.00,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.,196 in stock,7616,"Mystic, Pokemon","Mystic, Synchronize, xatu",https://scrapeme.live/shop/Xatu/
12,Mareep,£79.00,"Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.","Mareep’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.",152 in stock,2016,"Pokemon, Wool","mareep, Static, Wool",https://scrapeme.live/shop/Mareep/
12,Flaaffy,£163.00,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,Flaaffy’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,64 in stock,9291,"Pokemon, Wool","flaaffy, Static, Wool",https://scrapeme.live/shop/Flaaffy/
12,Ampharos,£41.00,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.,247 in stock,2141,"Light, Pokemon","ampharos, Light, Static",https://scrapeme.live/shop/Ampharos/
12,Bellossom,£25.00,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.","A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.",234 in stock,7003,"Flower, Pokemon","bellossom, Chlorophyll, Flower",https://scrapeme.live/shop/Bellossom/
12,Marill,£127.00,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.","When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon’s tail is flexible and configured to stretch.",55 in stock,4728,"Aqua Mouse, Pokemon","Aqua Mouse, marill, Thick Fat",https://scrapeme.live/shop/Marill/
12,Azumarill,£175.00,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,300 in stock,9464,"Aqua Rabbit, Pokemon","Aqua Rabbit, azumarill, Thick Fat",https://scrapeme.live/shop/Azumarill/
12,Sudowoodo,£54.00,"Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.","Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.",147 in stock,1558,"Imitation, Pokemon","Imitation, Rock Head, sudowoodo",https://scrapeme.live/shop/Sudowoodo/
12,Politoed,£193.00,"The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.","The curled hair on Politoed’s head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.",261 in stock,9168,"Frog, Pokemon","Damp, Frog, politoed",https://scrapeme.live/shop/Politoed/
12,Hoppip,£107.00,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.",266 in stock,1154,"Cottonweed, Pokemon","Chlorophyll, Cottonweed, hoppip",https://scrapeme.live/shop/Hoppip/
12,Skiploom,£185.00,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.",94 in stock,2616,"Cottonweed, Pokemon","Chlorophyll, Cottonweed, skiploom",https://scrapeme.live/shop/Skiploom/
12,Jumpluff,£107.00,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,235 in stock,2168,"Cottonweed, Pokemon","Chlorophyll, Cottonweed, jumpluff",https://scrapeme.live/shop/Jumpluff/
12,Aipom,£182.00,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.","Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.",92 in stock,8103,"Long Tail, Pokemon","aipom, Long Tail, Run Away",https://scrapeme.live/shop/Aipom/
12,Sunkern,£150.00,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.","Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.",255 in stock,4061,"Pokemon, Seed","Chlorophyll, Seed, sunkern",https://scrapeme.live/shop/Sunkern/
12,Sunflora,£33.00,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,163 in stock,7947,"Pokemon, Sun","Chlorophyll, sun, sunflora",https://scrapeme.live/shop/Sunflora/
12,Yanma,£130.00,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,130 in stock,8321,"Clear Wing, Pokemon","Clear Wing, Compound Eyes, yanma",https://scrapeme.live/shop/Yanma/
12,Wooper,£98.00,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.","Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.",48 in stock,4198,"Pokemon, Water Fish","Damp, Water Fish, wooper",https://scrapeme.live/shop/Wooper/
13,Quagsire,£37.00,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.","Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.",292 in stock,2688,"Pokemon, Water Fish","Damp, quagsire, Water Fish",https://scrapeme.live/shop/Quagsire/
13,Espeon,£177.00,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.,153 in stock,9676,"Pokemon, Sun","espeon, sun, Synchronize",https://scrapeme.live/shop/Espeon/
13,Umbreon,£78.00,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,Umbreon evolved as a result of exposure to the moon’s waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.,186 in stock,4995,"Moonlight, Pokemon","Moonlight, Synchronize, umbreon",https://scrapeme.live/shop/Umbreon/
13,Murkrow,£178.00,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.,246 in stock,2223,"Darkness, Pokemon","Darkness, Insomnia, murkrow",https://scrapeme.live/shop/Murkrow/
13,Slowking,£174.00,"Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.","Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.",55 in stock,9664,"Pokemon, Royal","Oblivious, Royal, slowking",https://scrapeme.live/shop/Slowking/
13,Misdreavus,£33.00,"Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.","Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.",207 in stock,9272,"Pokemon, Screech","Levitate, misdreavus, Screech",https://scrapeme.live/shop/Misdreavus/
13,Unown,£198.00,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.","This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.",47 in stock,9561,"Pokemon, Symbol","Levitate, Symbol, unown",https://scrapeme.live/shop/Unown/
13,Wobbuffet,£107.00,"Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.","Wobbuffet does nothing but endure attacks—it won’t attack on its own. However, it won’t endure an attack on its tail. When that happens, the Pokémon will try to take the foe with it using Destiny Bond.",113 in stock,6138,"Patient, Pokemon","Patient, Shadow Tag, wobbuffet",https://scrapeme.live/shop/Wobbuffet/
13,Girafarig,£99.00,"Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.","Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.",31 in stock,7871,"Long Neck, Pokemon","girafarig, Inner Focus, Long Neck",https://scrapeme.live/shop/Girafarig/
